variant_gid,product_gid,mpn,vendor,title,colour,size,sku,barcode,images,gender_raw,season_raw,shopify_category,hs_code,country_of_origin,material_upper,description_html,stock,price_eur_net,compare_at_price
gid://shopify/ProductVariant/49399028547927,gid://shopify/Product/9665754202455,323547926004,Ralph Lauren Kids,Polo shirt (8-20),Blue,8,PRL323547926004-8,,"https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Polo_shirt_8-20__331403.jpg?v=1730462883, https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Polo_shirt_8-20__331404.jpg?v=1730462885, https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Polo_shirt_8-20__331405.jpg?v=1730462887",Boys,22AW,Clothing>Tops>T-Shirts & Shirts>Boys,6205.20.00.90,GT,Cotton 100%,<p><strong>Product Details</strong></p><p>Style: Casual</p><p>Type: T-Shirts &amp; Shirts</p><p>Colour: Blue</p><p><strong>Composition</strong><br>Outer: Cotton 100%</p><p><strong>Product Code: </strong>323547926004</p>,0,66.11,
gid://shopify/ProductVariant/49399028580695,gid://shopify/Product/9665754202455,323547926004,Ralph Lauren Kids,Polo shirt (8-20),Blue,10,PRL323547926004-10,,"https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Polo_shirt_8-20__331403.jpg?v=1730462883, https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Polo_shirt_8-20__331404.jpg?v=1730462885, https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Polo_shirt_8-20__331405.jpg?v=1730462887",Boys,22AW,Clothing>Tops>T-Shirts & Shirts>Boys,6205.20.00.90,GT,Cotton 100%,<p><strong>Product Details</strong></p><p>Style: Casual</p><p>Type: T-Shirts &amp; Shirts</p><p>Colour: Blue</p><p><strong>Composition</strong><br>Outer: Cotton 100%</p><p><strong>Product Code: </strong>323547926004</p>,0,66.11,
gid://shopify/ProductVariant/49399028613463,gid://shopify/Product/9665754202455,323547926004,Ralph Lauren Kids,Polo shirt (8-20),Blue,18,PRL323547926004-18,,"https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Polo_shirt_8-20__331403.jpg?v=1730462883, https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Polo_shirt_8-20__331404.jpg?v=1730462885, https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Polo_shirt_8-20__331405.jpg?v=1730462887",Boys,22AW,Clothing>Tops>T-Shirts & Shirts>Boys,6205.20.00.90,GT,Cotton 100%,<p><strong>Product Details</strong></p><p>Style: Casual</p><p>Type: T-Shirts &amp; Shirts</p><p>Colour: Blue</p><p><strong>Composition</strong><br>Outer: Cotton 100%</p><p><strong>Product Code: </strong>323547926004</p>,0,66.11,
gid://shopify/ProductVariant/49399048667479,gid://shopify/Product/9665761018199,312833549008,Ralph Lauren Kids,Jersey tee (4-6x),White,4T,PRL312833549008-4T,,"https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Jersey_tee_4-6x__331509.jpg?v=1730463345, https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Jersey_tee_4-6x__331510.jpg?v=1730463347",Girls,22AW,Clothing>Tops>T-Shirts & Shirts>Girls,6206.30.00.90,IN,Textile,<p><strong>Product Details</strong></p><p>Style: Casual</p><p>Type: T-Shirts &amp; Shirts</p><p>Colour: White</p><p><strong>Composition</strong><br>Outer: Textile</p><p><strong>Product Code: </strong>312833549008</p>,0,33.05,
gid://shopify/ProductVariant/49399048700247,gid://shopify/Product/9665761018199,312833549008,Ralph Lauren Kids,Jersey tee (4-6x),White,6,PRL312833549008-6,3616419882280,"https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Jersey_tee_4-6x__331509.jpg?v=1730463345, https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Jersey_tee_4-6x__331510.jpg?v=1730463347",Girls,22AW,Clothing>Tops>T-Shirts & Shirts>Girls,6206.30.00.90,IN,Textile,<p><strong>Product Details</strong></p><p>Style: Casual</p><p>Type: T-Shirts &amp; Shirts</p><p>Colour: White</p><p><strong>Composition</strong><br>Outer: Textile</p><p><strong>Product Code: </strong>312833549008</p>,0,33.05,
gid://shopify/ProductVariant/49399048733015,gid://shopify/Product/9665761018199,312833549008,Ralph Lauren Kids,Jersey tee (4-6x),White,5,PRL312833549008-5,3616419882273,"https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Jersey_tee_4-6x__331509.jpg?v=1730463345, https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Jersey_tee_4-6x__331510.jpg?v=1730463347",Girls,22AW,Clothing>Tops>T-Shirts & Shirts>Girls,6206.30.00.90,IN,Textile,<p><strong>Product Details</strong></p><p>Style: Casual</p><p>Type: T-Shirts &amp; Shirts</p><p>Colour: White</p><p><strong>Composition</strong><br>Outer: Textile</p><p><strong>Product Code: </strong>312833549008</p>,0,33.05,
gid://shopify/ProductVariant/49399101096279,gid://shopify/Product/9665771700567,313862476001,Ralph Lauren Kids,Pants,Blue,7,PRL313862476001-7,3616533361036,"https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Pants_331706.jpg?v=1730464102, https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Pants_331707.jpg?v=1730464104",Girls,22SS,Clothing>Bottoms>Shorts>Girls,6203.42.35.00,IN,"Linen 55%, Viscose 45%","<p><strong>Product Details</strong></p><p>Style: Casual</p><p>Type: Shorts</p><p>Colour: Blue</p><p><strong>Composition</strong><br>Outer: Linen 55%, Viscose 45%</p><p><strong>Product Code: </strong>313862476001</p>",0,82.64,
gid://shopify/ProductVariant/49399101129047,gid://shopify/Product/9665771700567,313862476001,Ralph Lauren Kids,Pants,Blue,10,PRL313862476001-10,3616533360992,"https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Pants_331706.jpg?v=1730464102, https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Pants_331707.jpg?v=1730464104",Girls,22SS,Clothing>Bottoms>Shorts>Girls,6203.42.35.00,IN,"Linen 55%, Viscose 45%","<p><strong>Product Details</strong></p><p>Style: Casual</p><p>Type: Shorts</p><p>Colour: Blue</p><p><strong>Composition</strong><br>Outer: Linen 55%, Viscose 45%</p><p><strong>Product Code: </strong>313862476001</p>",0,82.64,
gid://shopify/ProductVariant/49437845684567,gid://shopify/Product/9695500829015,322603252004,Ralph Lauren Kids,Polo shirt (4-7),White,3T,PRL322603252004-3T,,https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Polo_shirt_4-7__332265.jpg?v=1730717200,Boys,23AW,Clothing>Tops>T-Shirts & Shirts>Boys,6205.20.00.90,CN,Cotton 100%,<p><strong>Product Details</strong></p><p>Style: Casual</p><p>Type: T-Shirts &amp; Shirts</p><p>Colour: White</p><p><strong>Composition</strong><br>Outer: Cotton 100%</p><p><strong>Product Code: </strong>322603252004</p>,0,66.11,
gid://shopify/ProductVariant/49437845717335,gid://shopify/Product/9695500829015,322603252004,Ralph Lauren Kids,Polo shirt (4-7),White,6,PRL322603252004-6,3603759869941,https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Polo_shirt_4-7__332265.jpg?v=1730717200,Boys,23AW,Clothing>Tops>T-Shirts & Shirts>Boys,6205.20.00.90,CN,Cotton 100%,<p><strong>Product Details</strong></p><p>Style: Casual</p><p>Type: T-Shirts &amp; Shirts</p><p>Colour: White</p><p><strong>Composition</strong><br>Outer: Cotton 100%</p><p><strong>Product Code: </strong>322603252004</p>,0,66.11,
gid://shopify/ProductVariant/49437845750103,gid://shopify/Product/9695500829015,322603252004,Ralph Lauren Kids,Polo shirt (4-7),White,5,PRL322603252004-5,3603759869934,https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Polo_shirt_4-7__332265.jpg?v=1730717200,Boys,23AW,Clothing>Tops>T-Shirts & Shirts>Boys,6205.20.00.90,CN,Cotton 100%,<p><strong>Product Details</strong></p><p>Style: Casual</p><p>Type: T-Shirts &amp; Shirts</p><p>Colour: White</p><p><strong>Composition</strong><br>Outer: Cotton 100%</p><p><strong>Product Code: </strong>322603252004</p>,0,66.11,
gid://shopify/ProductVariant/49437845782871,gid://shopify/Product/9695500829015,322603252004,Ralph Lauren Kids,Polo shirt (4-7),White,4,PRL322603252004-4,5045016350355,https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Polo_shirt_4-7__332265.jpg?v=1730717200,Boys,23AW,Clothing>Tops>T-Shirts & Shirts>Boys,6205.20.00.90,CN,Cotton 100%,<p><strong>Product Details</strong></p><p>Style: Casual</p><p>Type: T-Shirts &amp; Shirts</p><p>Colour: White</p><p><strong>Composition</strong><br>Outer: Cotton 100%</p><p><strong>Product Code: </strong>322603252004</p>,0,66.11,
gid://shopify/ProductVariant/49437845815639,gid://shopify/Product/9695500829015,322603252004,Ralph Lauren Kids,Polo shirt (4-7),White,7,PRL322603252004-7,3603759869958,https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Polo_shirt_4-7__332265.jpg?v=1730717200,Boys,23AW,Clothing>Tops>T-Shirts & Shirts>Boys,6205.20.00.90,CN,Cotton 100%,<p><strong>Product Details</strong></p><p>Style: Casual</p><p>Type: T-Shirts &amp; Shirts</p><p>Colour: White</p><p><strong>Composition</strong><br>Outer: Cotton 100%</p><p><strong>Product Code: </strong>322603252004</p>,0,66.11,
gid://shopify/ProductVariant/49438166417751,gid://shopify/Product/9695618990423,61558-9910-89900,STAND STUDIO,Veron wool jacket,Black,38,STAN61558-9910-89900-38,7325720464936,https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Veron_wool_jacket_332687.jpg?v=1730719202,Women,22AW,Clothing>Outerwear>Coats>Women,6202.11.00.90,CN,Wool 100%,"<p><strong>Product Details</strong></p><p>Style: Casual</p><p>Type: Coat</p><p>Colour: Black</p><p><strong>Composition</strong><br>Outer: Wool 100%<br>Inner: Viscose 60%, Nylon 30%, Elastane 10%</p><p><strong>Product Code: </strong>615 589 910</p>",0,537.18,
gid://shopify/ProductVariant/49438166450519,gid://shopify/Product/9695618990423,61558-9910-89900,STAND STUDIO,Veron wool jacket,Black,36,STAN61558-9910-89900-36,7325720464929,https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Veron_wool_jacket_332687.jpg?v=1730719202,Women,22AW,Clothing>Outerwear>Coats>Women,6202.11.00.90,CN,Wool 100%,"<p><strong>Product Details</strong></p><p>Style: Casual</p><p>Type: Coat</p><p>Colour: Black</p><p><strong>Composition</strong><br>Outer: Wool 100%<br>Inner: Viscose 60%, Nylon 30%, Elastane 10%</p><p><strong>Product Code: </strong>615 589 910</p>",0,537.18,
gid://shopify/ProductVariant/49438166483287,gid://shopify/Product/9695618990423,61558-9910-89900,STAND STUDIO,Veron wool jacket,Black,34,STAN61558-9910-89900-34,7325720464912,https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Veron_wool_jacket_332687.jpg?v=1730719202,Women,22AW,Clothing>Outerwear>Coats>Women,6202.11.00.90,CN,Wool 100%,"<p><strong>Product Details</strong></p><p>Style: Casual</p><p>Type: Coat</p><p>Colour: Black</p><p><strong>Composition</strong><br>Outer: Wool 100%<br>Inner: Viscose 60%, Nylon 30%, Elastane 10%</p><p><strong>Product Code: </strong>615 589 910</p>",0,537.18,
gid://shopify/ProductVariant/49442844803415,gid://shopify/Product/9696811254103,122EC005AC-180,Sonia Rykiel,CARDIGAN,White,L,SRY122EC005AC-180-L,3605739512960,https://cdn.shopify.com/s/files/1/0810/6836/0023/files/CARDIGAN_334119.jpg?v=1730742929,Women,22SS,Clothing>Sweaters & Hoodies>Cardigans>Women,6110.19.90.90,GB,Wool 100%,<p><strong>Product Details</strong></p><p>Style: Casual</p><p>Type: Cardigan</p><p>Colour: White</p><p><strong>Composition</strong><br>Outer: Wool 100%</p><p><strong>Product Code: </strong>122EC005AC</p>,0,661.15,
gid://shopify/ProductVariant/49442844836183,gid://shopify/Product/9696811254103,122EC005AC-180,Sonia Rykiel,CARDIGAN,White,M,SRY122EC005AC-180-M,3605739512953,https://cdn.shopify.com/s/files/1/0810/6836/0023/files/CARDIGAN_334119.jpg?v=1730742929,Women,22SS,Clothing>Sweaters & Hoodies>Cardigans>Women,6110.19.90.90,GB,Wool 100%,<p><strong>Product Details</strong></p><p>Style: Casual</p><p>Type: Cardigan</p><p>Colour: White</p><p><strong>Composition</strong><br>Outer: Wool 100%</p><p><strong>Product Code: </strong>122EC005AC</p>,0,661.15,
gid://shopify/ProductVariant/49442844868951,gid://shopify/Product/9696811254103,122EC005AC-180,Sonia Rykiel,CARDIGAN,White,XL,SRY122EC005AC-180-XL,3605739512977,https://cdn.shopify.com/s/files/1/0810/6836/0023/files/CARDIGAN_334119.jpg?v=1730742929,Women,22SS,Clothing>Sweaters & Hoodies>Cardigans>Women,6110.19.90.90,GB,Wool 100%,<p><strong>Product Details</strong></p><p>Style: Casual</p><p>Type: Cardigan</p><p>Colour: White</p><p><strong>Composition</strong><br>Outer: Wool 100%</p><p><strong>Product Code: </strong>122EC005AC</p>,0,661.15,
gid://shopify/ProductVariant/49443296805207,gid://shopify/Product/9696922501463,231WS413V015-468,The Attico,Perine pump 105mm,Black,37,TA231WS413V015-468-37,8053047195484,"https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Perine_pump_105mm_335023.jpg?v=1730746641, https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Perine_pump_105mm_335024.jpg?v=1730746643, https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Perine_pump_105mm_335025.jpg?v=1730746646, https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Perine_pump_105mm_335026.jpg?v=1730746648",Women,23SS,Shoes>Pumps>Women,6404.20.90.00,IT,Polyester (PES) 100%,"<p><strong>Product Details</strong></p><p>Style: Casual, Part-Open, Mid Heels</p><p>Type: Pumps</p><p>Colour: Black</p><p><strong>Composition</strong><br>Outer: Polyester (PES) 100%<br>Inner: Leather 100%<br>Sole: Cow Leather 100%</p><p><strong>Product Code: </strong>231WS413V015</p>",0,685.94,
gid://shopify/ProductVariant/49443296837975,gid://shopify/Product/9696922501463,231WS413V015-468,The Attico,Perine pump 105mm,Black,38,TA231WS413V015-468-38,8053047195507,"https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Perine_pump_105mm_335023.jpg?v=1730746641, https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Perine_pump_105mm_335024.jpg?v=1730746643, https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Perine_pump_105mm_335025.jpg?v=1730746646, https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Perine_pump_105mm_335026.jpg?v=1730746648",Women,23SS,Shoes>Pumps>Women,6404.20.90.00,IT,Polyester (PES) 100%,"<p><strong>Product Details</strong></p><p>Style: Casual, Part-Open, Mid Heels</p><p>Type: Pumps</p><p>Colour: Black</p><p><strong>Composition</strong><br>Outer: Polyester (PES) 100%<br>Inner: Leather 100%<br>Sole: Cow Leather 100%</p><p><strong>Product Code: </strong>231WS413V015</p>",0,685.94,
gid://shopify/ProductVariant/49443296870743,gid://shopify/Product/9696922501463,231WS413V015-468,The Attico,Perine pump 105mm,Black,"37,5","TA231WS413V015-468-37,5",8053047195491,"https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Perine_pump_105mm_335023.jpg?v=1730746641, https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Perine_pump_105mm_335024.jpg?v=1730746643, https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Perine_pump_105mm_335025.jpg?v=1730746646, https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Perine_pump_105mm_335026.jpg?v=1730746648",Women,23SS,Shoes>Pumps>Women,6404.20.90.00,IT,Polyester (PES) 100%,"<p><strong>Product Details</strong></p><p>Style: Casual, Part-Open, Mid Heels</p><p>Type: Pumps</p><p>Colour: Black</p><p><strong>Composition</strong><br>Outer: Polyester (PES) 100%<br>Inner: Leather 100%<br>Sole: Cow Leather 100%</p><p><strong>Product Code: </strong>231WS413V015</p>",0,685.94,
gid://shopify/ProductVariant/49443296903511,gid://shopify/Product/9696922501463,231WS413V015-468,The Attico,Perine pump 105mm,Black,36,TA231WS413V015-468-36,8053047195460,"https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Perine_pump_105mm_335023.jpg?v=1730746641, https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Perine_pump_105mm_335024.jpg?v=1730746643, https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Perine_pump_105mm_335025.jpg?v=1730746646, https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Perine_pump_105mm_335026.jpg?v=1730746648",Women,23SS,Shoes>Pumps>Women,6404.20.90.00,IT,Polyester (PES) 100%,"<p><strong>Product Details</strong></p><p>Style: Casual, Part-Open, Mid Heels</p><p>Type: Pumps</p><p>Colour: Black</p><p><strong>Composition</strong><br>Outer: Polyester (PES) 100%<br>Inner: Leather 100%<br>Sole: Cow Leather 100%</p><p><strong>Product Code: </strong>231WS413V015</p>",0,685.94,
gid://shopify/ProductVariant/49443296936279,gid://shopify/Product/9696922501463,231WS413V015-468,The Attico,Perine pump 105mm,Black,"38,5","TA231WS413V015-468-38,5",8053047195514,"https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Perine_pump_105mm_335023.jpg?v=1730746641, https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Perine_pump_105mm_335024.jpg?v=1730746643, https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Perine_pump_105mm_335025.jpg?v=1730746646, https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Perine_pump_105mm_335026.jpg?v=1730746648",Women,23SS,Shoes>Pumps>Women,6404.20.90.00,IT,Polyester (PES) 100%,"<p><strong>Product Details</strong></p><p>Style: Casual, Part-Open, Mid Heels</p><p>Type: Pumps</p><p>Colour: Black</p><p><strong>Composition</strong><br>Outer: Polyester (PES) 100%<br>Inner: Leather 100%<br>Sole: Cow Leather 100%</p><p><strong>Product Code: </strong>231WS413V015</p>",0,685.94,
gid://shopify/ProductVariant/49443296969047,gid://shopify/Product/9696922501463,231WS413V015-468,The Attico,Perine pump 105mm,Black,41,TA231WS413V015-468-41,8053047195552,"https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Perine_pump_105mm_335023.jpg?v=1730746641, https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Perine_pump_105mm_335024.jpg?v=1730746643, https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Perine_pump_105mm_335025.jpg?v=1730746646, https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Perine_pump_105mm_335026.jpg?v=1730746648",Women,23SS,Shoes>Pumps>Women,6404.20.90.00,IT,Polyester (PES) 100%,"<p><strong>Product Details</strong></p><p>Style: Casual, Part-Open, Mid Heels</p><p>Type: Pumps</p><p>Colour: Black</p><p><strong>Composition</strong><br>Outer: Polyester (PES) 100%<br>Inner: Leather 100%<br>Sole: Cow Leather 100%</p><p><strong>Product Code: </strong>231WS413V015</p>",0,685.94,
gid://shopify/ProductVariant/49443685663063,gid://shopify/Product/9696957235543,FD52SH0689RV64,KENZO,Tailored short,Blue,40,KENFD52SH0689RV64-40,3612230471191,https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Tailored_short_335992.jpg?v=1730748984,Women,23SS,Clothing>Bottoms>Shorts>Women,6104.62.00.00,CN,"Linen 80%, Nylon 20%","<p><strong>Product Details</strong></p><p>Style: Casual</p><p>Type: Shorts</p><p>Colour: Blue</p><p><strong>Composition</strong><br>Outer: Linen 80%, Nylon 20%</p><p><strong>Product Code: </strong>FD52SH0689RV</p>",0,297.51,
gid://shopify/ProductVariant/49443685695831,gid://shopify/Product/9696957235543,FD52SH0689RV64,KENZO,Tailored short,Blue,42,KENFD52SH0689RV64-42,3612230471238,https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Tailored_short_335992.jpg?v=1730748984,Women,23SS,Clothing>Bottoms>Shorts>Women,6104.62.00.00,CN,"Linen 80%, Nylon 20%","<p><strong>Product Details</strong></p><p>Style: Casual</p><p>Type: Shorts</p><p>Colour: Blue</p><p><strong>Composition</strong><br>Outer: Linen 80%, Nylon 20%</p><p><strong>Product Code: </strong>FD52SH0689RV</p>",0,297.51,
gid://shopify/ProductVariant/49443685728599,gid://shopify/Product/9696957235543,FD52SH0689RV64,KENZO,Tailored short,Blue,38,KENFD52SH0689RV64-38,3612230471207,https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Tailored_short_335992.jpg?v=1730748984,Women,23SS,Clothing>Bottoms>Shorts>Women,6104.62.00.00,CN,"Linen 80%, Nylon 20%","<p><strong>Product Details</strong></p><p>Style: Casual</p><p>Type: Shorts</p><p>Colour: Blue</p><p><strong>Composition</strong><br>Outer: Linen 80%, Nylon 20%</p><p><strong>Product Code: </strong>FD52SH0689RV</p>",0,297.51,
gid://shopify/ProductVariant/49443685761367,gid://shopify/Product/9696957235543,FD52SH0689RV64,KENZO,Tailored short,Blue,36,KENFD52SH0689RV64-36,3612230471184,https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Tailored_short_335992.jpg?v=1730748984,Women,23SS,Clothing>Bottoms>Shorts>Women,6104.62.00.00,CN,"Linen 80%, Nylon 20%","<p><strong>Product Details</strong></p><p>Style: Casual</p><p>Type: Shorts</p><p>Colour: Blue</p><p><strong>Composition</strong><br>Outer: Linen 80%, Nylon 20%</p><p><strong>Product Code: </strong>FD52SH0689RV</p>",0,297.51,
gid://shopify/ProductVariant/50005613019479,gid://shopify/Product/9877967929687,MFA23DJ006,Ksubi,Chitch krete sketchy jeans,Grey,30,KSUBIMFA23DJ006-GRE-30,9358214121860,https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Chitch_krete_sketchy_jeans_340683.jpg?v=1739817023,Men,23AW,Clothing>Bottoms>Jeans Skinny>Men,6203.42.31.00,TR,"Cotton 99%, Elastane 1%","<p><strong>Product Details</strong></p><p></p><p>Type: Skinny Jeans</p><p>Colour: Grey</p><p><strong>Composition</strong><br>Outer: Cotton 99%, Elastane 1%</p><p><strong>Product Code: </strong>MFA23DJ006</p>",0,206.60,
gid://shopify/ProductVariant/50005981692247,gid://shopify/Product/9878075572567,200862152001,Lauren Ralph Lauren,SWEATER SHORT SLEEVE,Beige,L,LRL200862152001-L,0200862152001,https://cdn.shopify.com/s/files/1/0810/6836/0023/files/SWEATER_SHORT_SLEEVE_342428.jpg?v=1739820677,Women,25SS,Clothing>Tops>Blouses>Women,6110.19.90.90,HK,Cotton 100%,<p><strong>Product Details</strong></p><p>Style: Casual</p><p>Type: Blouse</p><p>Colour: Beige</p><p><strong>Composition</strong><br>Outer: Cotton 100%</p><p><strong>Product Code: </strong>200862152001</p>,0,115.66,
gid://shopify/ProductVariant/50005981725015,gid://shopify/Product/9878075572567,200862152001,Lauren Ralph Lauren,SWEATER SHORT SLEEVE,Beige,S,LRL200862152001-S,3616535273429,https://cdn.shopify.com/s/files/1/0810/6836/0023/files/SWEATER_SHORT_SLEEVE_342428.jpg?v=1739820677,Women,25SS,Clothing>Tops>Blouses>Women,6110.19.90.90,HK,Cotton 100%,<p><strong>Product Details</strong></p><p>Style: Casual</p><p>Type: Blouse</p><p>Colour: Beige</p><p><strong>Composition</strong><br>Outer: Cotton 100%</p><p><strong>Product Code: </strong>200862152001</p>,0,115.66,
gid://shopify/ProductVariant/50005981757783,gid://shopify/Product/9878075572567,200862152001,Lauren Ralph Lauren,SWEATER SHORT SLEEVE,Beige,M,LRL200862152001-M,3616535273412,https://cdn.shopify.com/s/files/1/0810/6836/0023/files/SWEATER_SHORT_SLEEVE_342428.jpg?v=1739820677,Women,25SS,Clothing>Tops>Blouses>Women,6110.19.90.90,HK,Cotton 100%,<p><strong>Product Details</strong></p><p>Style: Casual</p><p>Type: Blouse</p><p>Colour: Beige</p><p><strong>Composition</strong><br>Outer: Cotton 100%</p><p><strong>Product Code: </strong>200862152001</p>,0,115.66,
gid://shopify/ProductVariant/50005995454807,gid://shopify/Product/9878082453847,225M2190-100,KARL LAGERFELD,Unisex address logo bathrobe,Black,S,KLF225M2190-100-S,8720092891301,"https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Unisex_address_logo_bathrobe_342589.jpg?v=1739821085, https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Unisex_address_logo_bathrobe_342590.jpg?v=1739821087",Men,22AW,Clothing>Underwear>Robes>Men,6207.91.00.11,PT,"Cotton 90%, Polyester (PES) 10%","<p><strong>Product Details</strong></p><p>Style: Casual</p><p>Type: Robe</p><p>Colour: Black</p><p><strong>Composition</strong><br>Outer: Cotton 90%, Polyester (PES) 10%</p><p><strong>Product Code: </strong>225M2190</p>",0,165.28,
gid://shopify/ProductVariant/51113119580503,gid://shopify/Product/10157871038807,30R5SL0M2L-001,Michael Kors,Md flap messenger,Black,OS,MKO30R5SL0M2L-001-OS,0197853297326,"https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Md_flap_messenger_344828.jpg?v=1751636519, https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Md_flap_messenger_344829.jpg?v=1751636521, https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Md_flap_messenger_344830.jpg?v=1751636523",Women,25SS,Bags>Crossbody Bags>Women,4202.21.00,BD,Cow Leather 100%,<p><strong>Product Details</strong></p><p>Style: Casual</p><p>Type: Crossbody Bag</p><p>Colour: Black</p><p><strong>Composition</strong><br>Outer: Cow Leather 100%</p><p><strong>Product Code: </strong>30R5SL0M2L</p>,0,314.01,
gid://shopify/ProductVariant/51113194455383,gid://shopify/Product/10157901873495,103825A11K-Z99,PINKO,Vest,Black,M,PIN103825A11K-Z99-M,8057769647368,"https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Vest_345459.jpg?v=1751637070, https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Vest_345460.jpg?v=1751637072",Women,24AW,Clothing>Outerwear>Vests>Women,6202.40.10,CN,Nylon 100%,<p><strong>Product Details</strong></p><p>Style: Casual</p><p>Type: Vest</p><p>Colour: Black</p><p><strong>Composition</strong><br>Outer: Nylon 100%</p><p><strong>Product Code: </strong>103825A11K</p>,0,318.18,
gid://shopify/ProductVariant/51113194488151,gid://shopify/Product/10157901873495,103825A11K-Z99,PINKO,Vest,Black,XL,PIN103825A11K-Z99-XL,8057769652331,"https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Vest_345459.jpg?v=1751637070, https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Vest_345460.jpg?v=1751637072",Women,24AW,Clothing>Outerwear>Vests>Women,6202.40.10,CN,Nylon 100%,<p><strong>Product Details</strong></p><p>Style: Casual</p><p>Type: Vest</p><p>Colour: Black</p><p><strong>Composition</strong><br>Outer: Nylon 100%</p><p><strong>Product Code: </strong>103825A11K</p>,0,318.18,
gid://shopify/ProductVariant/51113194520919,gid://shopify/Product/10157901873495,103825A11K-Z99,PINKO,Vest,Black,S,PIN103825A11K-Z99-S,8057769647375,"https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Vest_345459.jpg?v=1751637070, https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Vest_345460.jpg?v=1751637072",Women,24AW,Clothing>Outerwear>Vests>Women,6202.40.10,CN,Nylon 100%,<p><strong>Product Details</strong></p><p>Style: Casual</p><p>Type: Vest</p><p>Colour: Black</p><p><strong>Composition</strong><br>Outer: Nylon 100%</p><p><strong>Product Code: </strong>103825A11K</p>,0,318.18,
